scenario,severity,triple,expected,protocol_certified,status,numeric_pass,reasons,point_order,point_order_error,interval_lower,interval_upper,imaginary_invariant,invariant_error,reciprocal_margin,denominator_margin
delay_corrected,5.0,0-1-3,PASS,1,PASS,1,,0.799999999999909,3.363948743917841e-05,0.7999711024828684,0.8000288971985355,-1.2536241522837607e-15,2.22529853959496e-05,0.9999991579068873,0.9999943182116278
delay_corrected,5.0,0-1-4,PASS,1,PASS,1,,0.8000000000000455,2.3538003009257256e-05,0.7999810213096223,0.800018978494836,-2.3752878674850203e-15,3.320474044162908e-05,0.9999990000000001,0.9999943182116278
delay_corrected,5.0,0-2-3,PASS,1,PASS,1,,0.7999999999996361,4.263560976749885e-05,0.79996212579008,0.8000378737895515,-7.173763981294894e-17,7.916993329521515e-06,0.9999991579068873,0.9999964546466867
delay_corrected,5.0,0-2-4,PASS,1,PASS,1,,0.799999999999909,2.2866714244958737e-05,0.7999809239350726,0.8000190758999451,-3.7978750489208265e-16,1.1927759350222126e-05,0.9999990000000001,0.9999964546466867
delay_corrected,5.0,0-3-4,PASS,1,PASS,1,,0.7999999999996361,3.6375011588673634e-05,0.7999684439764676,0.8000315556779243,-1.7153752220841862e-16,6.224455773509748e-06,0.9999990000000001,0.9999972235549374
delay_corrected,5.0,1-2-3,PASS,1,PASS,1,,0.8000000000001819,8.876374981317244e-05,0.7999186576391366,0.8000813409156763,3.1972027973071256e-16,2.241939965095734e-05,0.9999991579068873,0.9999915936016621
delay_corrected,5.0,1-2-4,PASS,1,PASS,1,,0.799999999999909,4.6718061937124194e-05,0.7999597638035992,0.800040235588449,2.4195048195837706e-16,3.805311226581659e-05,0.9999990000000001,0.9999915936016621
delay_corrected,5.0,1-3-4,PASS,1,PASS,1,,0.7999999999996361,5.406587874286095e-05,0.7999517589611059,0.8000482403811475,-1.2143889527208156e-16,1.0282635331694007e-05,0.9999990000000001,0.999995442497459
delay_corrected,5.0,2-3-4,PASS,1,PASS,1,,0.7999999999996361,9.765279121286739e-05,0.7999106848803421,0.8000893133394129,-3.586391625582981e-16,2.3825005360368385e-05,0.9999990000000001,0.9999908500693733
uncalibrated_delay,20.0,0-1-2,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8224391575196932,6.395924596637355e-05,,,0.06616607881945179,1.301793888325841e-05,0.9999992897780706,0.9999945146295782
uncalibrated_delay,20.0,0-1-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.817170970335519,3.2682222952217516e-05,,,0.24939835888387452,2.1619741721029855e-05,0.9999991579068873,0.9999945146295782
uncalibrated_delay,20.0,0-1-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8090324406736047,2.296379968521299e-05,,,0.6204389129270087,3.239471962855875e-05,0.9999990000000001,0.9999945146295782
uncalibrated_delay,20.0,0-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8241244397242554,4.1170986448719686e-05,,,0.07228268639694829,7.645027873690847e-06,0.9999991579068873,0.9999965879030603
uncalibrated_delay,20.0,0-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8159478727620805,2.2167448480920285e-05,,,0.23630041872659804,1.1563007612567527e-05,0.9999990000000001,0.9999965879030603
uncalibrated_delay,20.0,0-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8260701987288486,3.499799440154131e-05,,,0.08009897322832163,5.988821963200892e-06,0.9999990000000001,0.9999973388333918
uncalibrated_delay,20.0,1-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8325147451774684,8.542944980028857e-05,,,0.10229044018818036,2.1577242749042157e-05,0.9999991579068873,0.9999919457071181
uncalibrated_delay,20.0,1-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8242616364708738,4.5205983797594386e-05,,,0.38276361543538423,3.6821484137157175e-05,0.9999990000000001,0.9999919457071181
uncalibrated_delay,20.0,1-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8356806108728051,5.180764447363383e-05,,,0.09235099021102793,9.853148194447337e-06,0.9999990000000001,0.9999956549175191
uncalibrated_delay,20.0,2-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8457901025736646,9.321332123351886e-05,,,0.12203537044985782,2.2741878142585016e-05,0.9999990000000001,0.9999913220381663
delay_corrected,20.0,0-1-2,PASS,1,PASS,1,,0.7999999999996361,6.606538581352762e-05,0.7999396098655779,0.8000603893167864,-4.453664751534414e-16,1.3446611851421008e-05,0.9999992897780706,0.9999943182116278
delay_corrected,20.0,0-1-3,PASS,1,PASS,1,,0.799999999999909,3.363948743917837e-05,0.7999711024828684,0.8000288971985355,-5.113466936946919e-16,2.2252985395949574e-05,0.9999991579068873,0.9999943182116278
delay_corrected,20.0,0-1-4,PASS,1,PASS,1,,0.8000000000000455,2.3538003009257256e-05,0.7999810213096223,0.800018978494836,-1.237129097648448e-15,3.320474044162908e-05,0.9999990000000001,0.9999943182116278
delay_corrected,20.0,0-2-3,PASS,1,PASS,1,,0.7999999999996361,4.263560976749885e-05,0.79996212579008,0.8000378737895515,1.0971639030215726e-16,7.916993329521515e-06,0.9999991579068873,0.9999964546466867
delay_corrected,20.0,0-2-4,PASS,1,PASS,1,,0.799999999999909,2.286671424495875e-05,0.7999809239350726,0.8000190758999451,-8.439722330935175e-17,1.1927759350222134e-05,0.9999990000000001,0.9999964546466867
delay_corrected,20.0,0-3-4,PASS,1,PASS,1,,0.7999999999996361,3.637501158867368e-05,0.7999684439764676,0.8000315556779243,-1.50745095274065e-16,6.224455773509755e-06,0.9999990000000001,0.9999972235549374
delay_corrected,20.0,1-2-3,PASS,1,PASS,1,,0.7999999999996361,8.876374981317247e-05,0.7999186576391366,0.8000813409156763,5.357474957649784e-16,2.2419399650957347e-05,0.9999991579068873,0.9999915936016621
delay_corrected,20.0,1-2-4,PASS,1,PASS,1,,0.799999999999909,4.6718061937124296e-05,0.7999597638035992,0.800040235588449,5.011831411994959e-16,3.805311226581667e-05,0.9999990000000001,0.9999915936016621
delay_corrected,20.0,1-3-4,PASS,1,PASS,1,,0.7999999999996361,5.406587874286107e-05,0.7999517589611059,0.8000482403811475,-1.745684119536175e-16,1.0282635331694029e-05,0.9999990000000001,0.999995442497459
delay_corrected,20.0,2-3-4,PASS,1,PASS,1,,0.7999999999996361,9.76527912128677e-05,0.7999106848803421,0.8000893133394129,-5.278085788593832e-16,2.3825005360368463e-05,0.9999990000000001,0.9999908500693733
uncalibrated_delay,80.0,0-1-2,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.9854224554277604,5.3665640909077446e-05,,,0.2288952593356866,1.0922830982913067e-05,0.9999992897780706,0.9999954995317946
uncalibrated_delay,80.0,0-1-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.9098501752994254,2.8150313167669338e-05,,,0.8750123243296409,1.8621820827209757e-05,0.9999991579068873,0.9999954995317946
uncalibrated_delay,80.0,0-1-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.7931557341521965,2.0327836276266715e-05,,,2.187987421257945,2.8676201928766227e-05,0.9999990000000001,0.9999954995317946
uncalibrated_delay,80.0,0-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.9743963058859664,3.379261905105242e-05,,,0.24782696171792631,6.274941089694148e-06,0.9999991579068873,0.9999972689541594
uncalibrated_delay,80.0,0-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8599317258042902,1.867295306309316e-05,,,0.819896617812034,9.740205265549739e-06,0.9999990000000001,0.9999972689541594
uncalibrated_delay,80.0,0-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.9506423058835936,2.7897855697462917e-05,,,0.27135170534191005,4.7738532959996435e-06,0.9999990000000001,0.9999979323015891
uncalibrated_delay,80.0,1-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,1.0,6.809161865492366e-05,,,0.33933577149097716,1.719816045084177e-05,0.9999991579068873,0.999993784878407
uncalibrated_delay,80.0,1-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.9281473895111958,3.7281504893930075e-05,,,1.2933356494557835,3.0366783902051578e-05,0.9999990000000001,0.999993784878407
uncalibrated_delay,80.0,1-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,1.0,3.988023588236423e-05,,,0.30280880613996397,7.584708360528352e-06,0.9999990000000001,0.9999967623414591
uncalibrated_delay,80.0,2-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,1.0,6.955884830518677e-05,,,0.3877675035478778,1.6970737990679748e-05,0.9999990000000001,0.9999937736599289
delay_corrected,80.0,0-1-2,PASS,1,PASS,1,,0.7999999999996361,6.606538581352787e-05,0.7999396098655779,0.8000603893167864,-1.8144560098843942e-15,1.3446611851421057e-05,0.9999992897780706,0.9999943182116278
delay_corrected,80.0,0-1-3,PASS,1,PASS,1,,0.799999999999909,3.3639487439178506e-05,0.7999711024828684,0.8000288971985355,-2.6804463782383098e-15,2.2252985395949665e-05,0.9999991579068873,0.9999943182116278
delay_corrected,80.0,0-1-4,PASS,1,PASS,1,,0.8000000000000455,2.3538003009257337e-05,0.7999810213096223,0.800018978494836,-3.3484960909684733e-15,3.3204740441629196e-05,0.9999990000000001,0.9999943182116278
delay_corrected,80.0,0-2-3,PASS,1,PASS,1,,0.7999999999996361,4.2635609767498925e-05,0.79996212579008,0.8000378737895515,1.3503555729496286e-16,7.916993329521529e-06,0.9999991579068873,0.9999964546466867
delay_corrected,80.0,0-2-4,PASS,1,PASS,1,,0.799999999999909,2.2866714244958778e-05,0.7999809239350726,0.8000190758999451,4.810641728633052e-16,1.1927759350222148e-05,0.9999990000000001,0.9999964546466867
delay_corrected,80.0,0-3-4,PASS,1,PASS,1,,0.7999999999996361,3.637501158867367e-05,0.7999684439764676,0.8000315556779243,1.7153752220841874e-16,6.224455773509754e-06,0.9999990000000001,0.9999972235549374
delay_corrected,80.0,1-2-3,PASS,1,PASS,1,,0.8000000000001819,8.876374981317238e-05,0.7999186576391366,0.8000813409156763,1.5121905122398565e-15,2.2419399650957327e-05,0.9999991579068873,0.9999915936016621
delay_corrected,80.0,1-2-4,PASS,1,PASS,1,,0.799999999999909,4.6718061937124194e-05,0.7999597638035992,0.800040235588449,3.6983859385066205e-15,3.805311226581659e-05,0.9999990000000001,0.9999915936016621
delay_corrected,80.0,1-3-4,PASS,1,PASS,1,,0.7999999999996361,5.406587874286095e-05,0.7999517589611059,0.8000482403811475,5.161153049063466e-16,1.0282635331694007e-05,0.9999990000000001,0.999995442497459
delay_corrected,80.0,2-3-4,PASS,1,PASS,1,,0.7999999999996361,9.765279121286739e-05,0.7999106848803421,0.8000893133394129,2.909713960378645e-16,2.3825005360368385e-05,0.9999990000000001,0.9999908500693733
short_dwell,1.0,0-1-2,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.7133406688375545,4.41359263460136e-05,,,0.28807751313932567,8.98320145973067e-06,0.9999992888390948,0.9999965413091452
short_dwell,1.0,0-1-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,0.4,1.9812225920598496e-05,,,0.5286463960462428,1.31060609906576e-05,0.9999991675799959,0.9999965413091452
short_dwell,1.0,0-1-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,0.4,1.3559175087003308e-05,,,0.9572836522786656,1.912774372530575e-05,0.9999990000000001,0.9999965413091452
short_dwell,1.0,0-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,0.4,2.7947499062549172e-05,,,0.062074098678973504,5.189562547869958e-06,0.9999991675799959,0.9999975927182052
short_dwell,1.0,0-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,0.4,1.4676696599812692e-05,,,0.19878301691463257,7.655673798319467e-06,0.9999990000000001,0.9999975927182052
short_dwell,1.0,0-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.511535825309329,2.9437057445833344e-05,,,0.0786751340857931,5.037239966980769e-06,0.9999990000000001,0.9999978444363605
short_dwell,1.0,1-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,0.4,5.237099981424382e-05,,,-0.0030434135516590145,1.3227543647344941e-05,0.9999991675799959,0.9999942305643508
short_dwell,1.0,1-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,0.4,2.714351984867577e-05,,,0.09588506224139978,2.2109123650745806e-05,0.9999990000000001,0.9999942305643508
short_dwell,1.0,1-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.6163617171037912,4.6393116471406095e-05,,,0.054663785692099225,8.823374550982694e-06,0.9999990000000001,0.9999961659614732
short_dwell,1.0,2-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,1.0,0.00011331418653240761,,,0.12205168006065326,2.764602084599362e-05,0.9999990000000001,0.9999901150758861
